conA_rep1.sam	conA_rep2.sam	conB_rep1.sam	conB_rep2.sam
YOR337W	15	12	13	23
YOR338W	13	3	5	16
YOR339C	2	2	0	1
YOR340C	22	32	51	74
YOR341W	118	150	261	486
YOR342C	22	28	36	46
YOR343C	5	4	1	1
YOR343W-B	52	58	35	68
YOR343W-A	0	0	0	0
YNCO0030W	0	0	0	0
YOR344C	36	54	55	106
YNCO0031W	0	0	0	0
YOR346W	57	55	47	91
YOR347C	139	198	100	98
YOR348C	151	118	105	92
YOR349W	18	13	38	35
YOR350C	28	20	20	28
YOR351C	1	2	6	3
YOR352W	48	41	31	36
YOR353C	54	51	45	60
YOR354C	110	78	42	65
YOR355W	92	88	135	178
YOR356W	195	156	184	243
YOR357C	46	41	33	45
YOR358W	39	29	24	26
YOR359W	11	4	6	13
YOR360C	32	41	32	63
YOR361C	170	212	323	465
YOR362C	256	275	154	201
YOR363C	69	54	50	64
YOR365C	14	12	10	11
YOR367W	26	27	20	26
YOR368W	22	19	22	40
YOR369C	532	1374	2205	3109
YOR370C	117	99	115	159
YOR371C	63	58	46	64
YOR372C	65	48	37	67
YOR373W	47	40	39	48
YOR374W	2541	1938	1096	1061
YOR375C	2188	1876	922	1255
YOR376W	3	1	1	0
YOR376W-A	9	8	11	11
YOR377W	53	41	40	44
YOR378W	14	5	3	8
YOR380W	30	23	23	28
YOR381W	17	18	13	13
YOR381W-A	0	0	0	0
YOR382W	13	54	18	14
YOR383C	49	45	22	27
YOR384W	76	29	24	31
YOR385W	25	27	10	38
YOR386W	90	97	53	69
YOR387C	8	13	9	12
YOR388C	3	6	4	6
YOR389W	59	22	16	24
YOR390W	21	10	11	14
YOR391C	2	2	2	2
YOR393W	16	10	1	8
YOR394W	1	0	0	0
YOR394C-A	0	0	0	0
YOR396W	208	108	107	155
YPL283C	161	92	78	129
YPL282C	0	0	0	2
YPL281C	8	11	5	5
YPL280W	5	2	1	0
YPL279C	6	6	7	6
YPL278C	8	1	2	2
YPL277C	18	6	7	4
YPL276W	0	2	0	2
YPL275W	4	0	0	2
YPL274W	217	58	65	76
YPL273W	25	144	74	94
YPL272C	8	2	6	7
YPL271W	168	152	85	128
YPL270W	110	129	82	114
YPL269W	35	22	14	19
YPL268W	27	19	22	29
YPL267W	12	5	12	13
YPL266W	21	32	62	89
YPL265W	64	406	346	515
YPL264C	21	12	9	8
YPL263C	48	47	109	119
YPL262W	367	332	204	250
YPL261C	0	0	0	0
YPL260W	188	216	131	167
YPL259C	63	67	57	66
YPL258C	15	8	11	14
YNCP0001C	0	1	1	0
YPL257W-B	152	376	158	216
YPL257W-A	0	0	0	0
YPL257W	7	3	5	11
YPL256C	32	52	43	69
YPL255W	11	6	17	14
YPL254W	22	11	12	34
YPL253C	23	14	27	25
YPL252C	15	31	11	19
YPL250C	32	13	11	35
YPL249C-A	277	602	853	1314
YPL249C	102	112	54	86
YNCP0002W	4	7	3	2
YPL248C	0	0	0	0
YPL247C	290	236	136	190
YPL246C	72	58	72	82
YPL245W	16	12	20	30
YPL244C	44	38	34	39
YPL243W	95	90	105	169
YPL242C	105	87	83	116
YPL241C	11	14	16	17
YPL240C	2012	1957	806	1472
YPL239W	35	33	37	81
YPL237W	137	271	251	447
YPL236C	40	23	20	31
YPL235W	95	107	129	158
YPL234C	184	206	149	186
YPL233W	19	11	10	21
YPL232W	110	132	101	137
YPL231W	1354	1183	723	1028
YPL230W	230	165	127	135
YPL229W	24	14	24	27
YPL228W	54	54	47	92
YPL227C	38	38	37	39
YPL226W	71	75	132	222
YPL225W	169	145	108	150
YPL224C	75	100	50	89
YPL223C	21	5	5	5
YPL222W	170	124	55	88
YPL221W	113	95	120	141
YPL220W	255	565	922	1316
YPL219W	53	33	20	30
YPL218W	215	220	157	210
YPL217C	94	67	135	226
YPL216W	43	20	13	35
YPL215W	72	72	47	37
YPL214C	61	38	42	51
YPL213W	21	17	16	26
YPL212C	22	35	39	65
YPL211W	6	16	38	49
YPL210C	99	127	94	135
YPL209C	16	2	8	13
YPL208W	59	41	44	56
YPL207W	172	114	171	261
YPL206C	169	135	50	98
YPL204W	199	190	171	238
YPL203W	234	219	121	147
YPL202C	34	22	17	36
YPL201C	6	1	2	4
YPL200W	3	0	0	0
YPL199C	72	72	106	129
YPL198W	153	241	433	697
YNCP0003W	0	1	1	0
YPL196W	96	73	56	38
YPL195W	131	124	122	162
YPL194W	17	19	15	19
YPL193W	34	23	44	42
YPL192C	9	7	4	7
YPL191C	24	24	16	22
YPL190C	194	206	150	204
YPL189C-A	40	32	33	30
YPL189W	7	1	2	12
YPL188W	75	45	35	50
YPL187W	1	0	1	0
YPL186C	182	164	59	68
YPL184C	92	90	77	88
YPL183W-A	29	26	17	13
YPL183C	16	19	51	77
YPL181W	126	92	94	118
YPL180W	87	59	49	66
YPL179W	125	128	94	147
YNCP0004C	0	0	0	0
YPL178W	58	62	52	84
YPL177C	88	74	83	119
YPL176C	79	81	64	101
YPL175W	15	18	23	34
YPL174C	27	21	14	18
YPL173W	45	56	36	44
YPL172C	45	29	13	20
YPL171C	85	35	7	12
YPL170W	48	63	42	43
YPL169C	65	106	80	119
YPL168W	31	30	24	37
YPL167C	29	17	20	41
YPL166W	23	14	18	13
YPL165C	37	45	14	43
YPL164C	91	52	44	51
YPL163C	84	55	35	89
YPL162C	40	21	21	30
YPL161C	37	36	38	56
YPL160W	196	506	402	660
YPL159C	62	30	27	49
YPL158C	78	94	41	69
YPL157W	13	13	25	18
YPL156C	30	23	35	20
YPL155C	61	40	37	49
YPL154C	889	776	362	387
YPL153C	11	8	15	22
YPL152W-A	0	0	0	0
YPL152W	51	50	30	46
YPL151C	42	27	31	45
YPL150W	84	72	54	59
YPL149W	29	19	14	18
YPL148C	12	7	8	11
YPL147W	27	19	20	12
YPL146C	30	30	50	127
YPL145C	171	174	179	254
YPL144W	18	5	10	20
YNCP0005C	2	1	1	4
YPL143W	205	427	744	1081
YPL141C	56	33	38	39
YPL140C	44	33	36	54
YPL139C	61	41	39	53
YPL138C	42	42	26	41
YPL137C	53	59	84	81
YPL135W	82	56	88	90
YPL134C	82	71	37	44
YPL133C	50	21	30	46
YPL132W	60	35	19	34
YPL131W	791	1487	2634	4034
YPL130W	0	0	0	0
YPL129W	63	58	74	99
YPL128C	52	20	30	28
YPL127C	251	94	61	83
YPL126W	43	33	68	139
YPL125W	90	83	57	91
YPL124W	17	14	12	14
YPL123C	105	100	44	48
YPL122C	29	27	43	42
YPL121C	0	0	0	2
YPL120W	26	39	33	41
YPL119C-A	16	9	6	5
YPL119C	34	30	15	19
YPL118W	153	172	83	108
YPL117C	144	173	159	207
YPL116W	126	113	118	112
YPL115C	48	68	61	84
YPL113C	22	17	8	15
YPL112C	46	39	37	63
YNCP0006C	0	0	0	0
YPL111W	36	496	102	105
YPL110C	59	63	69	70
YPL109C	88	55	37	39
YPL108W	8	2	6	12
YPL107W	45	27	25	26
YPL106C	1092	1189	633	1007
YPL105C	183	180	172	250
YPL104W	67	54	31	38
YPL103C	41	40	26	40
YPL101W	70	48	40	67
YPL100W	80	60	61	70
YPL099C	21	26	15	25
YPL098C	71	62	44	41
YPL097W	39	39	16	37
YPL096C-A	7	7	8	11
YPL096W	50	51	33	43
YPL095C	26	16	15	29
YPL094C	87	91	81	109
YPL093W	46	24	74	138
YPL092W	23	161	21	32
YPL091W	218	184	146	226
YPL090C	353	866	1513	2228
YPL089C	56	44	68	69
YPL088W	13	19	23	30
YPL087W	124	133	67	117
YPL086C	41	33	47	85
YPL085W	147	131	116	168
YPL084W	177	170	129	146
YPL083C	26	40	22	25
YPL082C	73	43	47	91
YPL081W	18	50	157	305
YPL080C	2	2	10	14
YPL079W	143	330	608	913
YPL078C	364	377	245	289
YPL077C	17	7	11	18
YPL076W	13	15	12	19
YPL075W	107	107	53	118
YPL074W	83	57	61	88
YPL072W	21	24	9	12
YPL071C	6	8	4	12
YPL070W	69	61	57	68
YPL069C	12	14	11	23
YPL068C	7	2	4	9
YPL067C	22	16	17	16
YPL066W	45	36	34	66
YPL065W	31	20	10	22
YPL064C	37	38	37	32
YPL063W	126	161	153	180
YPL062W	1	0	0	2
YPL061W	1496	1403	1286	1259
YPL060W	25	29	23	29
YNCP0007C	0	0	0	0
YPL060C-A	9	5	3	8
YPL059W	74	67	41	68
YPL058C	48	28	39	46
YPL057C	169	146	168	195
YPL056C	23	19	13	17
YPL055C	60	47	48	59
YPL054W	73	39	24	14
YPL053C	103	103	92	120
YPL052W	17	9	16	20
YPL051W	25	12	15	17
YPL050C	62	75	84	124
YPL049C	114	94	93	130
YPL048W	360	280	216	330
YPL047W	17	6	18	24
YPL046C	4	5	15	10
YPL045W	50	38	32	54
YPL043W	19	23	56	116
YPL042C	34	44	28	50
YPL041C	7	4	4	7
YPL040C	58	39	32	39
YPL039W	32	24	17	17
YPL038W-A	1	1	0	1
YPL038W	11	9	12	24
YPL037C	164	280	301	432
YPL036W	18	15	6	16
YPL034W	17	13	18	15
YPL033C	1	3	1	1
YPL032C	87	91	91	153
YPL031C	133	93	59	76
YPL030W	12	7	18	44
YPL029W	41	22	19	28
YPL028W	288	437	360	495
YPL027W	0	0	1	0
YPL026C	37	33	32	55
YPL024W	29	13	36	41
YPL023C	160	163	126	155
YPL022W	128	67	68	106
YPL021W	0	0	0	0
YPL020C	50	69	32	67
YPL019C	131	139	149	222
YPL018W	20	14	8	24
YPL017C	48	34	22	31
YPL016W	93	30	73	95
YPL015C	73	61	73	88
YPL014W	41	40	32	70
YPL013C	30	38	32	30
YPL012W	25	27	55	126
YPL011C	37	30	30	48
YPL010W	89	78	60	84
YPL009C	182	149	167	273
YPL008W	35	13	24	40
YPL007C	46	22	28	28
YPL006W	186	143	76	111
YPL005W	22	26	13	29
YPL004C	1539	1282	883	1026
YPL003W	75	62	47	79
YPL002C	33	26	15	26
YPL001W	20	21	20	34
YPR001W	22	11	6	11
YPR002W	88	20	28	43
YNCP0008C	0	0	0	0
YPR003C	40	43	29	66
YPR004C	143	146	93	102
YPR005C	38	31	27	40
YPR006C	66	43	20	38
YPR007C	9	2	6	8
YNCP0009W	0	0	0	0
YPR008W	145	123	106	160
YPR009W	23	39	33	44
YPR010C	77	132	204	420
YNCP0010W	1	0	0	0
YPR010C-A	103	97	63	74
YPR011C	59	41	25	50
YPR013C	28	29	34	31
YPR014C	6	3	2	3
YPR015C	20	17	9	10
YPR016C	105	104	130	211
YPR017C	14	14	13	13
YPR018W	32	35	34	56
YPR019W	99	99	77	124
YPR020W	103	131	96	128
YPR021C	60	67	34	37
YPR022C	86	66	56	63
YPR023C	145	106	85	113
YPR024W	241	221	139	166
YPR025C	31	28	32	53
YPR026W	167	99	81	62
YPR027C	16	15	23	29
YNCP0011C	0	0	0	0
YPR028W	240	245	195	239
YPR029C	113	104	111	136
YPR030W	271	220	79	66
YPR031W	24	11	11	22
YPR032W	55	52	32	51
YPR033C	141	228	172	260
YPR034W	77	59	64	104
YPR035W	407	1923	1145	1454
YPR036W	365	387	207	355
YPR036W-A	391	160	270	505
YPR037C	38	33	19	26
YPR038W	0	0	1	0
YPR040W	52	29	28	59
YPR041W	89	125	151	225
YPR042C	73	62	66	68
YPR043W	318	557	930	1258
YPR045C	65	49	56	74
YPR046W	14	10	13	16
YPR047W	53	37	25	23
YPR048W	12	16	18	29
YPR049C	61	44	36	54
YPR051W	18	39	26	41
YPR052C	17	13	19	28
YPR053C	4	3	3	6
YPR054W	24	20	9	17
YPR055W	77	68	63	90
YPR056W	24	21	15	17
YPR057W	36	34	25	39
YPR058W	30	108	29	52
YPR060C	16	24	29	48
YPR061C	27	11	10	14
YPR062W	103	124	141	171
YPR063C	40	74	50	95
YPR064W	2	1	2	2
YPR065W	64	60	60	90
YPR066W	16	16	7	10
YPR067W	36	32	15	18
YPR068C	14	10	11	12
YPR069C	95	140	147	209
YPR070W	34	26	29	37
YPR071W	14	16	14	23
YNCP0012W	0	0	0	0
YPR072W	123	137	92	160
YPR073C	77	72	54	65
YPR074C	487	652	623	794
YPR075C	211	136	129	168
YPR078C	9	0	4	8
YPR079W	41	38	26	65
YPR080W	4518	7996	8724	12976
YPR081C	39	44	27	42
YPR082C	20	29	17	29
YPR083W	31	16	17	24
YPR084W	48	48	22	50
YPR085C	33	21	24	27
YPR086W	123	96	115	139
YPR088C	176	174	158	179
YPR089W	104	90	73	103
YPR091C	160	141	105	125
YNCP0013C	3	4	6	6
YNCP0014C	18	10	10	13
YNCP0015C	3	4	10	9
YPR093C	46	31	21	25
YPR094W	14	15	13	16
YPR095C	73	42	52	48
YPR096C	0	2	0	0
YPR097W	102	73	64	98
YPR098C	50	49	31	29
YPR099C	0	0	0	1
YPR100W	8	9	2	12
YPR101W	32	19	28	32
YPR102C	222	472	760	1244
YPR103W	289	322	180	210
YPR104C	46	26	37	50
YPR105C	54	58	61	73
YPR106W	63	44	34	46
YPR107C	44	34	20	31
YPR108W	236	255	134	166
YPR108W-A	0	0	0	0
YNCP0016W	0	0	0	0
YPR109W	29	25	33	31
YPR110C	45	107	140	248
YPR111W	52	40	26	40
YPR112C	34	37	68	122
YPR113W	143	108	99	112
YPR114W	80	82	69	114
YPR115W	203	164	122	156
YPR116W	3	3	7	6
YPR117W	83	65	51	64
YPR118W	46	82	93	158
YNCP0017C	1	0	0	1
YPR119W	24	12	11	37
YPR120C	22	12	20	25
YNCP0018C	0	0	0	0
YPR121W	14	10	9	13
YPR122W	73	50	58	93
YPR124W	40	39	10	22
YPR125W	56	53	40	58
YPR127W	82	54	20	33
YPR128C	55	67	49	61
YPR129W	77	92	85	101
YPR131C	18	25	23	52
YPR132W	335	515	849	1244
YPR133C	75	99	73	124
YPR133W-A	24	23	26	29
YPR134W	34	25	19	21
YPR135W	36	47	39	55
YPR137W	20	16	39	57
YPR137C-B	152	420	163	229
YPR137C-A	0	0	0	0
YNCP0019W	0	3	0	0
YPR138C	57	104	53	65
YPR139C	39	46	40	46
YPR140W	56	50	32	41
YPR141C	48	30	23	48
YPR143W	26	23	36	55
YNCP0020W	0	0	0	0
YPR144C	26	17	25	59
YNCP0021W	3	0	1	2
YPR145W	134	1246	463	671
YPR145C-A	0	6	2	1
YPR147C	57	44	25	47
YPR148C	198	221	148	215
YPR149W	1177	951	528	676
YPR151C	67	52	63	61
YPR152C	18	14	11	29
YPR153W	11	2	4	7
YPR154W	94	114	52	75
YPR155C	130	88	59	79
YPR156C	113	120	111	175
YPR157W	11	15	16	37
YPR158W	74	63	50	82
YPR158W-B	152	326	140	242
YPR158W-A	0	0	0	0
YPR158C-D	178	425	184	250
YPR158C-C	0	0	0	0
YNCP0022W	0	1	0	0
YPR159W	181	151	164	217
YPR159C-A	0	0	0	0
YNCP0023W	0	0	0	0
YPR160W	2482	1957	641	701
YPR161C	69	55	77	87
YPR162C	38	29	25	31
YPR163C	151	301	336	507
YPR164W	55	43	38	47
YPR165W	342	303	242	341
YPR166C	24	16	8	19
YPR167C	68	22	9	8
YPR168W	10	8	10	8
YPR169W	78	54	92	147
YNCP0024C	0	0	0	0
YPR170W-B	75	79	58	80
YPR171W	36	42	36	49
YPR172W	70	68	37	44
YPR173C	157	143	118	149
YPR174C	25	19	14	23
YPR175W	32	17	17	44
YPR176C	82	59	46	67
YPR178W	46	36	21	41
YPR179C	47	30	38	44
YPR180W	52	58	35	49
YPR181C	306	318	260	363
YPR182W	13	16	16	14
YPR183W	141	193	153	198
YPR184W	1328	999	371	339
YPR185W	84	88	55	61
YPR186C	15	15	13	25
YPR187W	35	66	93	114
YPR188C	34	33	22	36
YPR189W	82	93	55	98
YPR190C	42	31	56	82
YPR191W	671	716	468	670
YPR192W	37	14	4	7
YPR193C	15	6	4	8
YPR194C	21	69	26	33
YPR195C	3	3	1	5
YPR196W	23	12	13	17
YPR198W	45	59	35	57
YPR199C	38	20	25	30
YPR200C	2	2	3	4
YPR201W	14	6	3	6
YPR202W	11	6	4	8
YPR203W	4	3	2	1
YPR204W	172	92	92	117
tP(UGG)Q	0	0	0	0
Q0020	1	4	0	1
tW(UCA)Q	0	0	0	0
Q0045	7	10	1	12
Q0070	1	1	0	0
Q0065	2	0	2	2
Q0060	0	1	1	0
Q0055	6	4	5	8
Q0050	1	5	0	2
Q0075	3	6	6	2
Q0080	0	0	0	0
Q0085	0	1	1	0
tE(UUC)Q	0	0	0	0
Q0105	0	1	0	0
Q0120	0	0	0	0
Q0115	0	0	0	0
Q0110	0	0	0	0
Q0130	33	40	25	56
tS(UGA)Q2	0	0	0	0
Q0140	1	3	0	3
Q0158	27	44	14	23
Q0160	0	0	0	0
tT(UGU)Q1	0	0	0	0
tC(GCA)Q	0	0	0	0
tH(GUG)Q	0	0	0	0
tL(UAA)Q	0	0	0	0
tQ(UUG)Q	0	0	0	0
tK(UUU)Q	0	0	0	0
tR(UCU)Q1	0	0	0	0
tG(UCC)Q	0	0	0	0
tD(GUC)Q	0	0	0	0
tS(GCU)Q1	0	0	0	0
tR(ACG)Q2	0	0	0	0
tA(UGC)Q	0	0	0	0
tI(GAU)Q	0	0	0	0
tY(GUA)Q	0	0	0	0
tN(GUU)Q	0	0	0	0
tM(CAU)Q1	0	0	0	0
Q0250	0	1	0	0
Q0255	0	0	0	0
tF(GAA)Q	0	0	0	0
tT(UAG)Q2	0	0	0	0
tV(UAC)Q	0	0	0	0
Q0275	0	0	0	0
tM(CAU)Q2	0	0	0	0
Q0285	0	0	0	0
